year,week,date,track,artists,url
2019,3,19 de enero,Kiss and Make Up,"['Dua Lipa', 'Black Pink']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,4,26 de enero,Shotgun,['George Ezra'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,5,2 de febrero,Perdón,"['David Bisbal', 'Greeicy']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,6,9 de febrero,Lo siento,['Beret'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,7,16 de febrero,Vas a quedarte,['Aitana'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,8,23 de febrero,Sweet but Psycho,['Ava Max'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,9,2 de marzo,Sweet but Psycho,['Ava Max'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,10,9 de marzo,Love Someone,['Lukas Graham'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,11,16 de marzo,Nothing Breaks Like a Heart,"['Mark Ronson', 'Miley Cyrus']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,12,23 de marzo,Mujer bruja,"['Lola Indigo', 'Mala Rodríguez']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,13,30 de marzo,Say My Name,"['David Guetta', 'Bebe Rexha', 'J Balvin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,14,6 de abril,Say My Name,"['David Guetta', 'Bebe Rexha', 'J Balvin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,15,13 de abril,Bajito,['Ana Guerra'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,16,20 de abril,High Hopes,['Panic! at the Disco'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,17,27 de abril,High Hopes,['Panic! at the Disco'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,18,4 de mayo,Sweet but Psycho,['Ava Max'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,19,11 de mayo,5 sentidos,"['Dvicio', 'Taburete']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,20,18 de mayo,Say My Name,"['David Guetta', 'Bebe Rexha', 'J Balvin']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,21,25 de mayo, I Don't Care,"['Ed Sheeran', 'Justin Bieber']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,22,1 de junio, I Don't Care,"['Ed Sheeran', 'Justin Bieber']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,23,8 de junio,Sucker,['Jonas Brothers'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,24,15 de junio,Mi persona favorita,"['Alejandro Sanz', 'Camila Cabello']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,25,22 de junio,Sucker,['Jonas Brothers'],https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,26,29 de junio,I Don't Care,"['Ed Sheeran', 'Justin Bieber']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,27,6 de julio,Presiento,"['Morat', 'Aitana']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,28,13 de julio,Calma (Alicia remix),"['Pedro Capó', 'Farruko', 'Alicia Keys']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
2019,29,20 de julio,Fading,"['Alle Farben', 'ILIRA']",https://es.wikipedia.org/wiki/Anexo:Los_n%C3%BAmeros_uno_de_LOS40_(Espa%C3%B1a)_2019
